주요재무정보,2015/03,2015/06,2015/09,2015/12,2016/03,2016/06(E),2016/09(E),2016/12(E),code,name
부채총계,347.0,338.0,364.0,338.0,394.0,,,341.0,004835,덕성우
자본총계,626.0,635.0,641.0,635.0,638.0,,,724.0,004835,덕성우
자본총계(지배),626.0,635.0,641.0,635.0,638.0,,,724.0,004835,덕성우
자본총계(비지배),,,,,,,,,004835,덕성우
자본금,85.0,85.0,85.0,85.0,85.0,,,85.0,004835,덕성우
영업활동현금흐름,42.0,4.0,-3.0,14.0,-5.0,,,,004835,덕성우
투자활동현금흐름,-12.0,6.0,-14.0,-9.0,-3.0,,,,004835,덕성우
재무활동현금흐름,-26.0,-5.0,6.0,-10.0,31.0,,,,004835,덕성우
CAPEX,3.0,3.0,2.0,8.0,3.0,,,,004835,덕성우
FCF,39.0,1.0,-5.0,6.0,-8.0,,,,004835,덕성우
이자발생부채,207.0,202.0,208.0,198.0,229.0,,,,004835,덕성우
영업이익률,2.42,-0.26,2.53,-2.11,5.93,,,,004835,덕성우
순이익률,1.44,0.79,2.91,-2.59,2.41,,,,004835,덕성우
ROE(%),0.15,1.78,2.37,0.83,1.34,,,,004835,덕성우
ROA(%),0.1,1.16,1.53,0.53,0.85,,,,004835,덕성우
부채비율,55.39,53.25,56.76,53.2,61.78,,,47.1,004835,덕성우
자본유보율,681.66,683.26,690.36,686.77,690.16,,,,004835,덕성우
EPS(원),16.0,8.0,35.0,-29.0,35.0,,,,004835,덕성우
PER(배),530.88,190.9,122.55,285.94,183.38,,,,004835,덕성우
BPS(원),4042.0,4100.0,4142.0,4101.0,4121.0,,,4677.0,004835,덕성우
PBR(배),0.74,3.05,2.6,2.13,2.21,,,2.46,004835,덕성우
현금DPS(원),0.0,0.0,0.0,20.0,,,,,004835,덕성우
현금배당수익률,,,,,,,,,004835,덕성우
현금배당성향(%),0.0,0.0,0.0,-63.36,,,,,004835,덕성우
발행주식수(보통주),15680000.0,15680000.0,15680000.0,15680000.0,15680000.0,,,,004835,덕성우
주요재무정보,2015/03,2015/06,2015/09,2015/12,2016/03,2016/06(E),2016/09(E),2016/12(E),code,name
매출액,2000.0,2214.0,2191.0,2266.0,2202.0,2411.0,2366.0,2490.0,036580,팜스코
영업이익,63.0,131.0,152.0,10.0,81.0,146.0,165.0,55.0,036580,팜스코
세전계속사업이익,60.0,65.0,-11.0,89.0,127.0,158.0,,,036580,팜스코
당기순이익,44.0,50.0,-11.0,24.0,87.0,124.0,,,036580,팜스코
당기순이익(지배),45.0,51.0,-11.0,25.0,88.0,,,,036580,팜스코
당기순이익(비지배),-1.0,-1.0,0.0,-1.0,-1.0,,,,036580,팜스코
자산총계,7240.0,7467.0,7690.0,7761.0,7895.0,,,8330.0,036580,팜스코
부채총계,4545.0,4655.0,4894.0,5104.0,5151.0,,,5276.0,036580,팜스코
자본총계,2695.0,2812.0,2796.0,2658.0,2743.0,,,3054.0,036580,팜스코
자본총계(지배),2712.0,2830.0,2817.0,2681.0,2634.0,,,3015.0,036580,팜스코
자본총계(비지배),-17.0,-18.0,-21.0,-23.0,109.0,,,,036580,팜스코
자본금,184.0,184.0,184.0,184.0,184.0,,,184.0,036580,팜스코
영업활동현금흐름,121.0,118.0,141.0,33.0,-63.0,,,,036580,팜스코
투자활동현금흐름,-1457.0,74.0,-553.0,17.0,-297.0,,,,036580,팜스코
재무활동현금흐름,-86.0,-18.0,120.0,200.0,181.0,,,,036580,팜스코
CAPEX,17.0,45.0,18.0,19.0,33.0,,,,036580,팜스코
FCF,104.0,73.0,123.0,14.0,-96.0,,,,036580,팜스코
이자발생부채,3600.0,3542.0,3810.0,3940.0,4057.0,,,,036580,팜스코
영업이익률,3.16,5.9,6.93,0.45,3.69,6.06,6.97,2.21,036580,팜스코
순이익률,2.2,2.25,-0.52,1.05,3.96,5.14,,,036580,팜스코
ROE(%),4.88,0.7,-0.37,4.12,5.74,,,,036580,팜스코
ROA(%),1.74,0.11,-0.29,1.42,1.98,,,,036580,팜스코
부채비율,168.66,165.53,175.02,192.03,187.79,,,172.75,036580,팜스코
자본유보율,1390.1,1443.68,1437.53,1455.05,1502.92,,,,036580,팜스코
EPS(원),123.0,139.0,-30.0,68.0,240.0,,,,036580,팜스코
PER(배),37.05,365.04,-614.12,54.39,27.79,,,,036580,팜스코
BPS(원),7807.0,7862.0,7826.0,7447.0,7318.0,,,8376.0,036580,팜스코
PBR(배),1.65,2.45,2.22,2.19,1.59,,,1.59,036580,팜스코
현금DPS(원),0.0,0.0,0.0,,,,,,036580,팜스코
현금배당수익률,,,,,,,,,036580,팜스코
현금배당성향(%),0.0,0.0,0.0,0.0,,,,,036580,팜스코
발행주식수(보통주),36727943.0,36727943.0,36727943.0,36727943.0,36727943.0,,,,036580,팜스코
주요재무정보,2015/03(IFRS별도),2015/06(IFRS별도),2015/09(IFRS별도),2015/12(IFRS별도),2016/03(IFRS별도),2016/06(E)(IFRS별도),2016/09(E)(IFRS별도),2016/12(E)(IFRS별도),code,name
매출액,273.0,278.0,278.0,317.0,303.0,,,,102460,이연제약
영업이익,48.0,41.0,48.0,62.0,52.0,,,,102460,이연제약
세전계속사업이익,51.0,43.0,49.0,62.0,54.0,,,,102460,이연제약
당기순이익,39.0,33.0,38.0,4.0,41.0,,,,102460,이연제약
당기순이익(지배),39.0,33.0,38.0,4.0,41.0,,,,102460,이연제약
당기순이익(비지배),,,,,,,,,102460,이연제약
자산총계,2027.0,2567.0,2275.0,2609.0,2474.0,,,,102460,이연제약
부채총계,384.0,454.0,352.0,431.0,418.0,,,,102460,이연제약
자본총계,1643.0,2112.0,1922.0,2178.0,2056.0,,,,102460,이연제약
자본총계(지배),1643.0,2112.0,1922.0,2178.0,2056.0,,,,102460,이연제약
자본총계(비지배),,,,,,,,,102460,이연제약
자본금,64.0,64.0,64.0,64.0,64.0,,,,102460,이연제약
영업활동현금흐름,30.0,5.0,26.0,36.0,33.0,,,,102460,이연제약
투자활동현금흐름,-9.0,33.0,12.0,3.0,-53.0,,,,102460,이연제약
재무활동현금흐름,-38.0,-38.0,-22.0,-30.0,,,,,102460,이연제약
CAPEX,2.0,5.0,1.0,3.0,6.0,,,,102460,이연제약
FCF,28.0,0.0,25.0,33.0,27.0,,,,102460,이연제약
이자발생부채,110.0,72.0,50.0,20.0,20.0,,,,102460,이연제약
영업이익률,17.71,14.6,17.15,19.53,17.12,,,,102460,이연제약
순이익률,14.25,11.72,13.69,1.25,13.6,,,,102460,이연제약
ROE(%),8.07,7.25,7.86,6.07,6.26,,,,102460,이연제약
ROA(%),6.46,5.88,6.47,5.01,5.15,,,,102460,이연제약
부채비율,23.35,21.51,18.34,19.79,20.33,,,,102460,이연제약
자본유보율,2037.95,2088.39,2147.39,2153.53,2157.49,,,,102460,이연제약
EPS(원),301.0,252.0,295.0,31.0,320.0,,,,102460,이연제약
PER(배),25.24,41.54,27.68,43.12,35.2,,,,102460,이연제약
BPS(원),12739.0,16374.0,14901.0,16886.0,15941.0,,,,102460,이연제약
PBR(배),1.92,2.57,1.96,2.24,1.98,,,,102460,이연제약
현금DPS(원),0.0,0.0,0.0,300.0,,,,,102460,이연제약
현금배당수익률,,,,,,,,,102460,이연제약
현금배당성향(%),0.0,0.0,0.0,977.1,,,,,102460,이연제약
발행주식수(보통주),12900000.0,12900000.0,12900000.0,12900000.0,12900000.0,,,,102460,이연제약
주요재무정보,2015/03(IFRS별도),2015/06(IFRS별도),2015/09(IFRS별도),2015/12(IFRS별도),2016/03(IFRS별도),2016/06(E)(IFRS별도),2016/09(E)(IFRS별도),2016/12(E)(IFRS별도),code,name
매출액,63.0,57.0,58.0,49.0,49.0,,,,087730,네패스신소재
영업이익,10.0,7.0,8.0,0.0,0.0,,,,087730,네패스신소재
세전계속사업이익,11.0,8.0,9.0,-2.0,0.0,,,,087730,네패스신소재
당기순이익,10.0,7.0,7.0,1.0,2.0,,,,087730,네패스신소재
당기순이익(지배),10.0,7.0,7.0,1.0,2.0,,,,087730,네패스신소재
당기순이익(비지배),,,,,,,,,087730,네패스신소재
자산총계,230.0,230.0,236.0,237.0,228.0,,,,087730,네패스신소재
부채총계,89.0,85.0,83.0,86.0,79.0,,,,087730,네패스신소재
자본총계,141.0,145.0,153.0,151.0,150.0,,,,087730,네패스신소재
자본총계(지배),141.0,145.0,153.0,151.0,150.0,,,,087730,네패스신소재
자본총계(비지배),,,,,,,,,087730,네패스신소재
자본금,14.0,14.0,14.0,14.0,14.0,,,,087730,네패스신소재
영업활동현금흐름,-3.0,12.0,7.0,4.0,0.0,,,,087730,네패스신소재
투자활동현금흐름,-4.0,-3.0,-4.0,-2.0,-2.0,,,,087730,네패스신소재
재무활동현금흐름,27.0,2.0,-1.0,2.0,-4.0,,,,087730,네패스신소재
CAPEX,4.0,3.0,4.0,2.0,3.0,,,,087730,네패스신소재
FCF,-7.0,9.0,2.0,2.0,-3.0,,,,087730,네패스신소재
이자발생부채,39.0,37.0,37.0,38.0,34.0,,,,087730,네패스신소재
영업이익률,15.94,11.84,13.01,0.48,0.25,,,,087730,네패스신소재
순이익률,15.44,11.57,12.81,1.53,3.76,,,,087730,네패스신소재
ROE(%),26.45,25.11,21.72,17.19,11.47,,,,087730,네패스신소재
ROA(%),17.13,16.99,14.68,11.06,7.27,,,,087730,네패스신소재
부채비율,63.3,58.29,54.47,57.07,52.52,,,,087730,네패스신소재
자본유보율,878.26,924.51,976.63,967.72,960.7,,,,087730,네패스신소재
EPS(원),339.0,231.0,261.0,26.0,65.0,,,,087730,네패스신소재
PER(배),11.54,12.15,12.55,11.84,15.1,,,,087730,네패스신소재
BPS(원),4928.0,5086.0,5350.0,5266.0,5236.0,,,,087730,네패스신소재
PBR(배),2.74,2.77,2.5,1.93,1.68,,,,087730,네패스신소재
현금DPS(원),0.0,0.0,0.0,100.0,,,,,087730,네패스신소재
현금배당수익률,,,,,,,,,087730,네패스신소재
현금배당성향(%),0.0,0.0,0.0,381.99,,,,,087730,네패스신소재
발행주식수(보통주),2860000.0,2860000.0,2860000.0,2860000.0,2860000.0,,,,087730,네패스신소재
주요재무정보,2015/03,2015/06,2015/09,2015/12,2016/03,2016/06(E),2016/09(E),2016/12(E),code,name
매출액,1662.0,1618.0,1586.0,1686.0,1580.0,,,,002300,한국제지
영업이익,59.0,81.0,6.0,24.0,19.0,,,,002300,한국제지
세전계속사업이익,58.0,86.0,-36.0,28.0,44.0,,,,002300,한국제지
당기순이익,45.0,67.0,-29.0,14.0,38.0,,,,002300,한국제지
당기순이익(지배),47.0,65.0,-29.0,11.0,33.0,,,,002300,한국제지
당기순이익(비지배),-2.0,2.0,1.0,4.0,5.0,,,,002300,한국제지
자산총계,6919.0,6970.0,7271.0,7199.0,7127.0,,,,002300,한국제지
부채총계,1818.0,1789.0,2108.0,2076.0,1994.0,,,,002300,한국제지
자본총계,5101.0,5181.0,5163.0,5124.0,5133.0,,,,002300,한국제지
자본총계(지배),4884.0,4961.0,4943.0,4882.0,4889.0,,,,002300,한국제지
자본총계(비지배),217.0,220.0,220.0,242.0,244.0,,,,002300,한국제지
자본금,250.0,250.0,250.0,250.0,250.0,,,,002300,한국제지
영업활동현금흐름,-126.0,106.0,-266.0,-114.0,105.0,,,,002300,한국제지
투자활동현금흐름,59.0,-9.0,-44.0,82.0,-43.0,,,,002300,한국제지
재무활동현금흐름,89.0,-48.0,233.0,70.0,-55.0,,,,002300,한국제지
CAPEX,11.0,30.0,30.0,25.0,14.0,,,,002300,한국제지
FCF,-138.0,76.0,-296.0,-140.0,92.0,,,,002300,한국제지
이자발생부채,827.0,817.0,1082.0,1138.0,1081.0,,,,002300,한국제지
영업이익률,3.55,4.99,0.35,1.43,1.18,,,,002300,한국제지
순이익률,2.69,4.13,-1.8,0.85,2.42,,,,002300,한국제지
ROE(%),2.07,2.0,1.43,1.91,1.62,,,,002300,한국제지
ROA(%),1.4,1.36,0.99,1.4,1.3,,,,002300,한국제지
부채비율,35.64,34.53,40.83,40.51,38.85,,,,002300,한국제지
자본유보율,1861.86,1888.96,1876.97,1858.61,1863.08,,,,002300,한국제지
EPS(원),934.0,1292.0,-589.0,216.0,659.0,,,,002300,한국제지
PER(배),16.43,17.8,25.7,18.89,18.76,,,,002300,한국제지
BPS(원),101134.0,102735.0,102352.0,101096.0,101241.0,,,,002300,한국제지
PBR(배),0.32,0.34,0.35,0.35,0.29,,,,002300,한국제지
현금DPS(원),0.0,0.0,0.0,450.0,,,,,002300,한국제지
현금배당수익률,,,,,,,,,002300,한국제지
현금배당성향(%),0.0,0.0,0.0,201.07,,,,,002300,한국제지
발행주식수(보통주),5004949.0,5004949.0,5004949.0,5004949.0,5004949.0,,,,002300,한국제지
주요재무정보,Unnamed: 1,Unnamed: 2,2015/09(IFRS별도),2015/12(IFRS별도),2016/03(IFRS별도),2016/06(E)(IFRS별도),2016/09(E)(IFRS별도),2016/12(E)(IFRS별도),code,name
매출액,,,,0.0,0.0,,,,225440,이베스트스팩3호
영업이익,,,,0.0,0.0,,,,225440,이베스트스팩3호
세전계속사업이익,,,,0.0,0.0,,,,225440,이베스트스팩3호
당기순이익,,,,0.0,0.0,,,,225440,이베스트스팩3호
당기순이익(지배),,,,0.0,0.0,,,,225440,이베스트스팩3호
당기순이익(비지배),,,,0.0,0.0,,,,225440,이베스트스팩3호
자산총계,,,,94.0,94.0,,,,225440,이베스트스팩3호
부채총계,,,,13.0,13.0,,,,225440,이베스트스팩3호
자본총계,,,,81.0,81.0,,,,225440,이베스트스팩3호
자본총계(지배),,,,81.0,81.0,,,,225440,이베스트스팩3호
자본총계(비지배),,,,,,,,,225440,이베스트스팩3호
자본금,,,,4.0,4.0,,,,225440,이베스트스팩3호
영업활동현금흐름,,,,0.0,0.0,,,,225440,이베스트스팩3호
투자활동현금흐름,,,,0.0,0.0,,,,225440,이베스트스팩3호
재무활동현금흐름,,,,0.0,0.0,,,,225440,이베스트스팩3호
CAPEX,,,,0.0,0.0,,,,225440,이베스트스팩3호
FCF,,,,,,,,,225440,이베스트스팩3호
이자발생부채,,,,13.0,13.0,,,,225440,이베스트스팩3호
영업이익률,,,,,,,,,225440,이베스트스팩3호
순이익률,,,,,,,,,225440,이베스트스팩3호
ROE(%),,,,,,,,,225440,이베스트스팩3호
ROA(%),,,,,,,,,225440,이베스트스팩3호
부채비율,,,,16.0,16.26,,,,225440,이베스트스팩3호
자본유보율,,,,1870.41,1871.84,,,,225440,이베스트스팩3호
EPS(원),,,,,1.0,,,,225440,이베스트스팩3호
PER(배),,,,,,,,,225440,이베스트스팩3호
BPS(원),,,,,1972.0,,,,225440,이베스트스팩3호
PBR(배),,,,,1.0,,,,225440,이베스트스팩3호
현금DPS(원),,,,,,,,,225440,이베스트스팩3호
현금배당수익률,,,,,,,,,225440,이베스트스팩3호
현금배당성향(%),,,,,,,,,225440,이베스트스팩3호
발행주식수(보통주),,,,,,,,,225440,이베스트스팩3호
주요재무정보,2014/12,2015/03,2015/06,2015/09,2015/12,2016/03(E),2016/06(E),2016/09(E),code,name
매출액,140.0,83.0,80.0,83.0,111.0,,,,008110,대동전자
영업이익,3.0,-21.0,-2.0,-3.0,-3.0,,,,008110,대동전자
세전계속사업이익,6.0,-10.0,2.0,2.0,-3.0,,,,008110,대동전자
당기순이익,0.0,13.0,2.0,1.0,-2.0,,,,008110,대동전자
당기순이익(지배),-1.0,9.0,0.0,1.0,-3.0,,,,008110,대동전자
당기순이익(비지배),1.0,4.0,2.0,1.0,1.0,,,,008110,대동전자
자산총계,1623.0,1572.0,1585.0,1627.0,1602.0,,,,008110,대동전자
부채총계,321.0,256.0,289.0,288.0,282.0,,,,008110,대동전자
자본총계,1302.0,1316.0,1296.0,1339.0,1320.0,,,,008110,대동전자
자본총계(지배),1244.0,1255.0,1231.0,1270.0,1254.0,,,,008110,대동전자
자본총계(비지배),58.0,61.0,65.0,69.0,66.0,,,,008110,대동전자
자본금,52.0,52.0,52.0,52.0,52.0,,,,008110,대동전자
영업활동현금흐름,115.0,-13.0,2.0,-2.0,30.0,,,,008110,대동전자
투자활동현금흐름,-9.0,-42.0,-17.0,-45.0,-13.0,,,,008110,대동전자
재무활동현금흐름,-7.0,4.0,,-30.0,,,,,008110,대동전자
CAPEX,19.0,-6.0,20.0,14.0,13.0,,,,008110,대동전자
FCF,95.0,-7.0,-18.0,-16.0,17.0,,,,008110,대동전자
이자발생부채,4.0,,,,,,,,008110,대동전자
영업이익률,2.22,-25.76,-2.34,-4.21,-2.92,,,,008110,대동전자
순이익률,0.24,16.23,2.43,1.72,-2.19,,,,008110,대동전자
ROE(%),2.02,-0.42,0.42,0.76,0.56,,,,008110,대동전자
ROA(%),1.88,0.19,0.91,1.07,0.89,,,,008110,대동전자
부채비율,24.62,19.45,22.29,21.49,21.34,,,,008110,대동전자
자본유보율,2057.9,2078.69,2021.3,2022.84,2017.13,,,,008110,대동전자
EPS(원),-5.0,87.0,0.0,8.0,-29.0,,,,008110,대동전자
PER(배),18.79,-118.82,106.11,59.92,76.6,,,,008110,대동전자
BPS(원),14467.0,14592.0,14312.0,14773.0,14578.0,,,,008110,대동전자
PBR(배),0.28,0.37,0.36,0.36,0.35,,,,008110,대동전자
현금DPS(원),0.0,350.0,0.0,0.0,,,,,008110,대동전자
현금배당수익률,,,,,,,,,008110,대동전자
현금배당성향(%),0.0,328.89,0.0,0.0,0.0,,,,008110,대동전자
발행주식수(보통주),10490447.0,10490447.0,10490447.0,10490447.0,10490447.0,,,,008110,대동전자
주요재무정보,2015/03(IFRS별도),2015/06(IFRS별도),2015/09(IFRS별도),2015/12(IFRS별도),2016/03(IFRS별도),2016/06(E)(IFRS별도),2016/09(E)(IFRS별도),2016/12(E)(IFRS별도),code,name
매출액,2.0,2.0,2.0,2.0,2.0,,,,090990,코리아03호
영업이익,2.0,2.0,2.0,2.0,2.0,,,,090990,코리아03호
세전계속사업이익,2.0,2.0,2.0,2.0,2.0,,,,090990,코리아03호
당기순이익,2.0,2.0,2.0,2.0,2.0,,,,090990,코리아03호
당기순이익(지배),2.0,2.0,2.0,2.0,2.0,,,,090990,코리아03호
당기순이익(비지배),,,,,,,,,090990,코리아03호
자산총계,127.0,129.0,137.0,134.0,132.0,,,,090990,코리아03호
부채총계,26.0,25.0,37.0,32.0,30.0,,,,090990,코리아03호
자본총계,101.0,104.0,100.0,102.0,102.0,,,,090990,코리아03호
자본총계(지배),101.0,104.0,100.0,102.0,102.0,,,,090990,코리아03호
자본총계(비지배),,,,,,,,,090990,코리아03호
자본금,110.0,110.0,110.0,110.0,110.0,,,,090990,코리아03호
영업활동현금흐름,2.0,2.0,2.0,2.0,2.0,,,,090990,코리아03호
투자활동현금흐름,,,,,,,,,090990,코리아03호
재무활동현금흐름,-2.0,-2.0,-2.0,-2.0,-2.0,,,,090990,코리아03호
CAPEX,0.0,0.0,0.0,0.0,0.0,,,,090990,코리아03호
FCF,2.0,2.0,2.0,2.0,2.0,,,,090990,코리아03호
이자발생부채,,,,,,,,,090990,코리아03호
영업이익률,93.38,93.37,93.38,93.37,93.38,,,,090990,코리아03호
순이익률,93.38,93.38,93.38,93.38,93.38,,,,090990,코리아03호
ROE(%),8.59,8.35,8.49,8.42,8.55,,,,090990,코리아03호
ROA(%),6.93,7.05,6.72,6.64,6.71,,,,090990,코리아03호
부채비율,25.23,24.58,36.44,31.22,29.76,,,,090990,코리아03호
자본유보율,0.0,0.0,0.0,0.0,0.0,,,,090990,코리아03호
EPS(원),97.0,98.0,100.0,100.0,98.0,,,,090990,코리아03호
PER(배),13.04,13.16,12.86,12.13,11.41,,,,090990,코리아03호
BPS(원),4624.0,4730.0,4583.0,4677.0,4640.0,,,,090990,코리아03호
PBR(배),1.11,1.1,1.11,1.02,0.97,,,,090990,코리아03호
현금DPS(원),98.0,98.0,102.0,98.0,98.0,,,,090990,코리아03호
현금배당수익률,2.01,1.91,1.98,1.97,2.26,,,,090990,코리아03호
현금배당성향(%),101.11,100.0,102.17,98.91,100.0,,,,090990,코리아03호
발행주식수(보통주),2191080.0,2191080.0,2191080.0,2191080.0,2191080.0,,,,090990,코리아03호
주요재무정보,2015/03,2015/06,2015/09,2015/12,2016/03,2016/06(E),2016/09(E),2016/12(E),code,name
매출액,1016.0,799.0,1079.0,802.0,965.0,926.0,1033.0,835.0,093920,서원인텍
영업이익,65.0,46.0,47.0,50.0,52.0,58.0,71.0,49.0,093920,서원인텍
세전계속사업이익,94.0,73.0,93.0,42.0,70.0,88.0,111.0,74.0,093920,서원인텍
당기순이익,75.0,53.0,66.0,53.0,51.0,66.0,82.0,58.0,093920,서원인텍
당기순이익(지배),75.0,53.0,66.0,53.0,51.0,,,,093920,서원인텍
당기순이익(비지배),0.0,0.0,0.0,1.0,0.0,,,,093920,서원인텍
자산총계,2308.0,2074.0,2403.0,2222.0,2560.0,,,2418.0,093920,서원인텍
부채총계,908.0,618.0,874.0,646.0,1047.0,,,676.0,093920,서원인텍
자본총계,1400.0,1456.0,1529.0,1576.0,1513.0,,,1742.0,093920,서원인텍
자본총계(지배),1400.0,1456.0,1528.0,1575.0,1512.0,,,1741.0,093920,서원인텍
자본총계(비지배),0.0,0.0,1.0,1.0,2.0,,,,093920,서원인텍
자본금,93.0,93.0,93.0,93.0,93.0,,,92.0,093920,서원인텍
영업활동현금흐름,133.0,67.0,67.0,153.0,34.0,,,,093920,서원인텍
투자활동현금흐름,-20.0,-34.0,-75.0,-212.0,-22.0,,,,093920,서원인텍
재무활동현금흐름,34.0,-43.0,46.0,-5.0,-17.0,,,,093920,서원인텍
CAPEX,8.0,74.0,32.0,41.0,18.0,,,,093920,서원인텍
FCF,125.0,-7.0,35.0,112.0,17.0,,,,093920,서원인텍
이자발생부채,148.0,202.0,261.0,252.0,243.0,,,,093920,서원인텍
영업이익률,6.44,5.74,4.38,6.28,5.44,6.23,6.84,5.91,093920,서원인텍
순이익률,7.35,6.64,6.16,6.66,5.33,7.18,7.89,6.89,093920,서원인텍
ROE(%),23.05,20.24,18.32,16.49,15.33,,,,093920,서원인텍
ROA(%),13.61,14.01,11.87,11.7,9.22,,,,093920,서원인텍
부채비율,64.82,42.44,57.21,40.98,69.2,,,38.85,093920,서원인텍
자본유보율,1388.86,1445.89,1517.18,1574.05,1508.87,,,,093920,서원인텍
EPS(원),401.0,285.0,356.0,284.0,274.0,,,,093920,서원인텍
PER(배),9.67,8.69,9.29,8.74,10.08,,,,093920,서원인텍
BPS(원),7528.0,7828.0,8215.0,8467.0,8127.0,,,9360.0,093920,서원인텍
PBR(배),2.07,1.64,1.6,1.37,1.49,,,1.12,093920,서원인텍
현금DPS(원),0.0,0.0,0.0,600.0,,,,,093920,서원인텍
현금배당수익률,,,,,,,,,093920,서원인텍
현금배당성향(%),0.0,0.0,0.0,211.01,,,,,093920,서원인텍
발행주식수(보통주),18600000.0,18600000.0,18600000.0,18600000.0,18600000.0,,,,093920,서원인텍
주요재무정보,2015/03,2015/06,2015/09,2015/12,2016/03,2016/06(E),2016/09(E),2016/12(E),code,name
매출액,274.0,340.0,225.0,411.0,272.0,,,,016670,포비스티앤씨
영업이익,29.0,39.0,10.0,12.0,7.0,,,,016670,포비스티앤씨
세전계속사업이익,31.0,43.0,11.0,-44.0,8.0,,,,016670,포비스티앤씨
당기순이익,23.0,34.0,4.0,-35.0,6.0,,,,016670,포비스티앤씨
당기순이익(지배),24.0,33.0,5.0,-34.0,7.0,,,,016670,포비스티앤씨
당기순이익(비지배),0.0,1.0,-1.0,-1.0,0.0,,,,016670,포비스티앤씨
자산총계,671.0,864.0,785.0,865.0,792.0,,,,016670,포비스티앤씨
부채총계,178.0,337.0,241.0,358.0,279.0,,,,016670,포비스티앤씨
자본총계,492.0,527.0,545.0,507.0,513.0,,,,016670,포비스티앤씨
자본총계(지배),466.0,505.0,520.0,486.0,492.0,,,,016670,포비스티앤씨
자본총계(비지배),26.0,23.0,25.0,21.0,21.0,,,,016670,포비스티앤씨
자본금,203.0,193.0,199.0,199.0,199.0,,,,016670,포비스티앤씨
영업활동현금흐름,-21.0,114.0,33.0,45.0,-94.0,,,,016670,포비스티앤씨
투자활동현금흐름,13.0,58.0,8.0,66.0,-20.0,,,,016670,포비스티앤씨
재무활동현금흐름,4.0,7.0,-2.0,0.0,49.0,,,,016670,포비스티앤씨
CAPEX,0.0,0.0,0.0,0.0,0.0,,,,016670,포비스티앤씨
FCF,-21.0,114.0,33.0,45.0,-94.0,,,,016670,포비스티앤씨
이자발생부채,4.0,12.0,,,49.0,,,,016670,포비스티앤씨
영업이익률,10.46,11.37,4.54,2.82,2.63,,,,016670,포비스티앤씨
순이익률,8.57,10.0,1.82,-8.55,2.36,,,,016670,포비스티앤씨
ROE(%),18.23,16.8,15.69,5.91,2.17,,,,016670,포비스티앤씨
ROA(%),11.41,9.1,10.63,3.31,1.29,,,,016670,포비스티앤씨
