ROA(%),12.79,,1.46,5.45,16.63,,,,049720,고려신용정보
부채비율,54.04,62.11,68.44,84.3,65.05,,,,049720,고려신용정보
자본유보율,75.85,73.67,72.7,75.94,114.58,,,,049720,고려신용정보
EPS(원),159,62,25,85,280,,,,049720,고려신용정보
PER(배),6.7,16.1,37.36,16.12,11.84,,,,049720,고려신용정보
BPS(원),896,884,879,892,1091,,,,049720,고려신용정보
PBR(배),1.19,1.13,1.06,1.54,3.04,,,,049720,고려신용정보
현금DPS(원),50,50,50,75,150,,,,049720,고려신용정보
현금배당수익률,4.69,5.03,5.39,5.47,4.52,,,,049720,고려신용정보
현금배당성향(%),30.31,77.94,193.92,85.76,52.09,,,,049720,고려신용정보
발행주식수(보통주),14300000,14300000,14300000,14300000,14300000,,,,049720,고려신용정보
주요재무정보,2011(IFRS별도),2012(IFRS별도),2013,2014,2015,2016(E),2017(E),2018(E),code,name
매출액,842,884,913,1053,1158,1414,1721,1858,126600,코프라
영업이익,47,71,93,104,125,162,186,200,126600,코프라
세전계속사업이익,45,70,92,108,132,164,193,207,126600,코프라
당기순이익,39,60,71,86,105,131,154,166,126600,코프라
당기순이익(지배),39,60,71,86,105,131,154,166,126600,코프라
당기순이익(비지배),,,,,,,,,126600,코프라
자산총계,512,538,658,839,1072,1186,1367,1542,126600,코프라
부채총계,175,147,195,285,306,307,334,344,126600,코프라
자본총계,338,391,463,554,766,878,1032,1198,126600,코프라
자본총계(지배),338,391,463,554,766,878,1032,1198,126600,코프라
자본총계(비지배),,,,,,,,,126600,코프라
자본금,29,44,44,44,49,49,49,49,126600,코프라
영업활동현금흐름,-52,52,108,100,105,115,80,162,126600,코프라
투자활동현금흐름,-37,-29,-67,-197,-216,-57,-71,-76,126600,코프라
재무활동현금흐름,91,-29,25,60,116,-13,0,0,126600,코프라
CAPEX,35,26,13,144,35,39,52,56,126600,코프라
FCF,-88,26,95,-44,71,,,,126600,코프라
이자발생부채,102,78,102,162,183,,,,126600,코프라
영업이익률,5.63,8.03,10.18,9.88,10.83,11.5,10.81,10.76,126600,코프라
순이익률,4.65,6.77,7.8,8.18,9.06,9.27,8.95,8.93,126600,코프라
ROE(%),12.36,16.43,,16.95,15.89,15.93,16.13,14.89,126600,코프라
ROA(%),8.95,11.4,,11.52,10.98,11.6,12.06,11.41,126600,코프라
부채비율,51.71,37.53,42.19,51.36,39.92,34.97,32.36,28.71,126600,코프라
자본유보율,1064.08,799.35,963.9,1148.67,1460.51,,,,126600,코프라
EPS(원),450,688,819,985,1134,1344,1580,1703,126600,코프라
PER(배),11.43,8.73,8.92,11.63,15.51,12.09,10.29,9.54,126600,코프라
BPS(원),3880,4496,5318,6257,7861,9007,10587,12290,126600,코프라
PBR(배),1.32,1.34,1.37,1.83,2.24,1.8,1.53,1.32,126600,코프라
현금DPS(원),67,80,100,150,150,150,150,150,126600,코프라
현금배당수익률,1.3,1.33,1.37,1.31,0.85,0.92,0.92,0.92,126600,코프라
현금배당성향(%),14.82,9.22,12.21,15.41,13.94,0.11,0.09,0.09,126600,코프라
발행주식수(보통주),8700000,8700000,8700000,8855708,9748328,,,,126600,코프라
주요재무정보,2011,2012,2013,2014,2015,2016(E),2017(E),2018(E),code,name
매출액,683712,733300,660393,658607,483563,409678,449608,467486,096770,SK이노베이션
영업이익,29595,16994,14064,-1828,19796,28920,29039,29374,096770,SK이노베이션
세전계속사업이익,43086,16887,11391,-4367,16541,25816,27163,27716,096770,SK이노베이션
당기순이익,31758,11824,7787,-5372,8677,19311,20075,20375,096770,SK이노베이션
당기순이익(지배),31690,11854,7299,-5888,8149,18869,19593,19931,096770,SK이노베이션
당기순이익(비지배),68,-31,488,517,527,,,,096770,SK이노베이션
자산총계,350269,338311,352889,351013,313598,325066,343649,358768,096770,SK이노베이션
부채총계,201953,174831,183736,190403,143135,139836,141074,141566,096770,SK이노베이션
자본총계,148316,163480,169153,160611,170463,186103,202542,218941,096770,SK이노베이션
자본총계(지배),145773,153713,158395,150003,158897,173492,189466,205439,096770,SK이노베이션
자본총계(비지배),2543,9767,10758,10607,11566,,,,096770,SK이노베이션
자본금,4686,4686,4686,4686,4686,4688,4688,4688,096770,SK이노베이션
영업활동현금흐름,27221,11616,13790,9271,40857,29813,27748,26932,096770,SK이노베이션
투자활동현금흐름,8137,-24618,-19791,-25694,-13454,-12106,-13050,-12314,096770,SK이노베이션
재무활동현금흐름,-20848,-2420,6346,17099,-27683,-8981,-5362,-4610,096770,SK이노베이션
CAPEX,11922,15776,27234,16351,4488,9509,10409,10214,096770,SK이노베이션
FCF,15299,-4159,-13444,-7080,36369,17462,15471,16154,096770,SK이노베이션
이자발생부채,88533,79095,88825,109752,81748,,,,096770,SK이노베이션
영업이익률,4.33,2.32,2.13,-0.28,4.09,7.06,6.46,6.28,096770,SK이노베이션
순이익률,4.64,1.61,1.18,-0.82,1.79,4.71,4.46,4.36,096770,SK이노베이션
ROE(%),25.02,7.92,4.68,-3.82,5.28,11.35,10.8,10.09,096770,SK이노베이션
ROA(%),9.88,3.43,2.25,-1.53,2.61,6.05,6,5.8,096770,SK이노베이션
부채비율,136.16,106.94,108.62,118.55,83.97,75.14,69.65,64.66,096770,SK이노베이션
자본유보율,3006.64,3202.92,3292.66,3100.74,3272.47,,,,096770,SK이노베이션
EPS(원),33816,12649,7789,-6283,8696,20135,20908,21268,096770,SK이노베이션
PER(배),4.2,13.76,18.17,-13.54,14.95,7.1,6.84,6.72,096770,SK이노베이션
BPS(원),155551,164942,169965,160961,170504,186165,203306,220446,096770,SK이노베이션
PBR(배),0.91,1.05,0.83,0.53,0.76,0.77,0.7,0.65,096770,SK이노베이션
현금DPS(원),2800,3200,3200,0,4800,3922,3856,3835,096770,SK이노베이션
현금배당수익률,1.97,1.84,2.26,0,3.69,2.74,2.7,2.68,096770,SK이노베이션
현금배당성향(%),8.24,25.16,40.86,0,54.9,0.19,0.18,0.18,096770,SK이노베이션
발행주식수(보통주),92465564,92465564,92465564,92465564,92465564,,,,096770,SK이노베이션
주요재무정보,2011,2012,2013,2014,2015,2016(E),2017(E),2018(E),code,name
매출액,2309,1506,2576,2095,2094,2124,2230,2320,104110,신성이엔지
영업이익,150,-4,135,61,48,65,81,90,104110,신성이엔지
세전계속사업이익,116,-58,93,61,50,,,,104110,신성이엔지
당기순이익,90,-59,78,37,42,,,,104110,신성이엔지
당기순이익(지배),89,-49,78,32,41,46,60,70,104110,신성이엔지
당기순이익(비지배),1,-10,0,4,2,,,,104110,신성이엔지
자산총계,1220,1026,1153,1312,1517,,,,104110,신성이엔지
부채총계,737,627,683,799,925,,,,104110,신성이엔지
자본총계,483,399,470,513,592,,,,104110,신성이엔지
자본총계(지배),471,397,453,484,559,,,,104110,신성이엔지
자본총계(비지배),12,2,18,29,33,,,,104110,신성이엔지
자본금,44,88,88,88,88,,,,104110,신성이엔지
영업활동현금흐름,-22,150,68,70,64,,,,104110,신성이엔지
투자활동현금흐름,-144,-34,-2,-152,-75,,,,104110,신성이엔지
재무활동현금흐름,46,-58,-47,54,58,,,,104110,신성이엔지
CAPEX,43,67,8,23,62,,,,104110,신성이엔지
FCF,-66,82,60,47,2,,,,104110,신성이엔지
이자발생부채,247,194,131,231,290,,,,104110,신성이엔지
영업이익률,6.49,-0.27,5.23,2.9,2.27,3.06,3.63,3.88,104110,신성이엔지
순이익률,3.89,-3.92,3.03,1.75,2.03,,,,104110,신성이엔지
ROE(%),,-11.23,18.43,6.92,7.8,,,,104110,신성이엔지
ROA(%),,-5.25,7.18,2.97,3,,,,104110,신성이엔지
부채비율,152.43,157.11,145.13,155.77,156.32,,,,104110,신성이엔지
자본유보율,954.99,353.03,415.14,444.18,465.72,,,,104110,신성이엔지
EPS(원),503,-277,444,184,231,238,310,362,104110,신성이엔지
PER(배),3,-4.7,3.06,6.94,15.14,12.04,9.26,7.94,104110,신성이엔지
BPS(원),2673,2253,2569,2744,3172,,,,104110,신성이엔지
PBR(배),0.56,0.58,0.53,0.46,1.1,,,,104110,신성이엔지
현금DPS(원),25,0,0,0,0,,,,104110,신성이엔지
현금배당수익률,1.66,0,0,0,0,,,,104110,신성이엔지
현금배당성향(%),4.97,,0,0,0,,,,104110,신성이엔지
발행주식수(보통주),17626262,17626262,17626262,17626262,17626262,,,,104110,신성이엔지
주요재무정보,2011,2012,2013,2014,2015,2016(E),2017(E),2018(E),code,name
매출액,4689,6466,6848,8016,9458,18504,22076,14752,010780,아이에스동서
영업이익,338,368,558,803,1145,3113,3770,2400,010780,아이에스동서
세전계속사업이익,218,117,317,698,1295,3032,3720,2354,010780,아이에스동서
당기순이익,159,60,226,504,1013,2363,2902,1836,010780,아이에스동서
당기순이익(지배),154,45,213,489,1018,2546,2645,2072,010780,아이에스동서
당기순이익(비지배),4,15,12,15,-5,,,,010780,아이에스동서
자산총계,9736,11032,10224,12285,18448,23041,25327,25154,010780,아이에스동서
부채총계,5773,7077,6056,7628,12479,14831,14282,12341,010780,아이에스동서
자본총계,3963,3955,4167,4657,5968,8210,11046,12812,010780,아이에스동서
자본총계(지배),3625,3603,3798,4269,5587,7996,10503,12438,010780,아이에스동서
자본총계(비지배),338,353,369,388,381,,,,010780,아이에스동서
자본금,128,128,128,128,136,138,138,138,010780,아이에스동서
영업활동현금흐름,-340,109,1045,1640,-1808,4384,1036,6499,010780,아이에스동서
투자활동현금흐름,-1303,-517,-626,-1316,-643,-3030,-1700,-699,010780,아이에스동서
재무활동현금흐름,1607,701,-611,-8,3492,-232,1432,-1344,010780,아이에스동서
CAPEX,1417,689,748,1013,683,3015,1670,855,010780,아이에스동서
FCF,-1757,-579,297,628,-2490,1104,-314,5666,010780,아이에스동서
이자발생부채,4463,5048,4542,4644,7963,,,,010780,아이에스동서
영업이익률,7.2,5.69,8.15,10.02,12.11,16.82,17.08,16.27,010780,아이에스동서
순이익률,3.38,0.93,3.29,6.29,10.71,12.77,13.15,12.45,010780,아이에스동서
ROE(%),4.5,1.24,5.76,12.12,20.66,37.49,28.6,18.06,010780,아이에스동서
ROA(%),1.98,0.58,2.12,4.48,6.59,11.39,12,7.27,010780,아이에스동서
부채비율,145.65,178.92,145.33,163.79,209.1,180.65,129.3,96.32,010780,아이에스동서
자본유보율,2880.72,2736.3,2888.6,3257.2,3999.78,,,,010780,아이에스동서
EPS(원),604,175,835,1914,3822,9309,9661,7568,010780,아이에스동서
PER(배),22.86,57.3,19.09,26.09,11.64,5.76,5.55,7.08,010780,아이에스동서
BPS(원),14197,14110,14876,16721,20488,29205,38361,45429,010780,아이에스동서
PBR(배),0.97,0.71,1.07,2.99,2.17,1.84,1.4,1.18,010780,아이에스동서
현금DPS(원),300,0,0,400,500,500,500,500,010780,아이에스동서
현금배당수익률,2.17,0,0,0.8,1.12,0.93,0.93,0.93,010780,아이에스동서
현금배당성향(%),33.31,0,0,20.9,13.39,0.05,0.05,0.07,010780,아이에스동서
발행주식수(보통주),25533531,25533531,25533531,25533531,27270147,,,,010780,아이에스동서
주요재무정보,2011,2012,2013,2014,2015,2016(E),2017(E),2018(E),code,name
매출액,2387,2858,1854,2020,2753,,,,091090,세원셀론텍
영업이익,-211,93,-125,-135,9,,,,091090,세원셀론텍
세전계속사업이익,-262,-14,-210,-200,47,,,,091090,세원셀론텍
당기순이익,-243,5,-223,-207,49,,,,091090,세원셀론텍
당기순이익(지배),-243,5,-223,-207,49,,,,091090,세원셀론텍
당기순이익(비지배),,,,,,,,,091090,세원셀론텍
자산총계,3768,3676,2986,3066,3477,,,,091090,세원셀론텍
부채총계,2659,2582,1968,2252,2107,,,,091090,세원셀론텍
자본총계,1109,1094,1018,814,1370,,,,091090,세원셀론텍
자본총계(지배),1109,1094,1018,814,1370,,,,091090,세원셀론텍
자본총계(비지배),,,,,,,,,091090,세원셀론텍
자본금,181,181,202,202,289,,,,091090,세원셀론텍
영업활동현금흐름,-65,-133,149,-22,-224,,,,091090,세원셀론텍
투자활동현금흐름,-433,-171,101,-44,-8,,,,091090,세원셀론텍
재무활동현금흐름,531,272,-275,67,235,,,,091090,세원셀론텍
CAPEX,395,157,25,24,65,,,,091090,세원셀론텍
FCF,-460,-290,123,-45,-289,,,,091090,세원셀론텍
이자발생부채,1576,1843,1398,1480,1213,,,,091090,세원셀론텍
영업이익률,-8.86,3.26,-6.77,-6.66,0.33,,,,091090,세원셀론텍
순이익률,-10.19,0.19,-12.02,-10.23,1.76,,,,091090,세원셀론텍
ROE(%),,0.49,-21.1,-22.56,4.45,,,,091090,세원셀론텍
ROA(%),,0.15,-6.69,-6.83,1.49,,,,091090,세원셀론텍
부채비율,239.81,236.06,193.38,276.49,153.84,,,,091090,세원셀론텍
자본유보율,508.63,502.61,405.89,304.74,373.52,,,,091090,세원셀론텍
EPS(원),-628,14,-538,-479,102,,,,091090,세원셀론텍
PER(배),-5.04,257.38,-3.79,-5.5,33.44,,,,091090,세원셀론텍
BPS(원),2861,2822,2359,1888,2369,,,,091090,세원셀론텍
PBR(배),1.11,1.28,0.86,1.4,1.43,,,,091090,세원셀론텍
현금DPS(원),0,0,0,0,0,,,,091090,세원셀론텍
현금배당수익률,0,0,0,0,0,,,,091090,세원셀론텍
현금배당성향(%),,,0,0,0,,,,091090,세원셀론텍
발행주식수(보통주),38764171,38764171,43144160,43144160,57809880,,,,091090,세원셀론텍
주요재무정보,2011,2012,2013,2014,2015,2016(E),2017(E),2018(E),code,name
매출액,615,492,490,737,778,,,,057540,옴니시스템
영업이익,-31,-68,1,46,69,,,,057540,옴니시스템
세전계속사업이익,-90,-107,-85,40,90,,,,057540,옴니시스템
당기순이익,-109,-72,-54,30,78,,,,057540,옴니시스템
당기순이익(지배),-109,-72,-53,31,76,,,,057540,옴니시스템
당기순이익(비지배),0,0,-1,-1,2,,,,057540,옴니시스템
자산총계,685,546,725,794,961,,,,057540,옴니시스템
부채총계,348,226,190,228,297,,,,057540,옴니시스템
자본총계,338,319,535,565,664,,,,057540,옴니시스템
자본총계(지배),335,317,533,565,645,,,,057540,옴니시스템
자본총계(비지배),3,2,2,1,19,,,,057540,옴니시스템
자본금,90,114,203,203,203,,,,057540,옴니시스템
영업활동현금흐름,-12,-45,23,88,86,,,,057540,옴니시스템
투자활동현금흐름,-67,148,22,-133,-132,,,,057540,옴니시스템
재무활동현금흐름,7,-52,-59,17,105,,,,057540,옴니시스템
CAPEX,31,11,11,137,109,,,,057540,옴니시스템
FCF,-42,-56,11,-49,-24,,,,057540,옴니시스템
이자발생부채,204,102,61,78,170,,,,057540,옴니시스템
영업이익률,-5,-13.92,0.22,6.21,8.93,,,,057540,옴니시스템
순이익률,-17.75,-14.64,-10.93,4.1,10.01,,,,057540,옴니시스템
ROE(%),,-22.1,-12.42,5.68,12.61,,,,057540,옴니시스템
ROA(%),,-11.7,-8.43,3.98,8.87,,,,057540,옴니시스템
부채비율,102.94,70.92,35.56,40.41,44.71,,,,057540,옴니시스템
자본유보율,226.03,136.75,142.69,157.4,189.28,,,,057540,옴니시스템
EPS(원),-650,-372,-163,77,187,,,,057540,옴니시스템
PER(배),-2.62,-3.02,-6.34,13.95,14.19,,,,057540,옴니시스템
BPS(원),1869,1395,1312,1389,1587,,,,057540,옴니시스템
PBR(배),0.91,0.81,0.79,0.77,1.68,,,,057540,옴니시스템
현금DPS(원),0,0,0,0,0,,,,057540,옴니시스템
현금배당수익률,0,0,0,0,0,,,,057540,옴니시스템
현금배당성향(%),,,0,0,0,,,,057540,옴니시스템
발행주식수(보통주),17948169,22742127,40679015,40679015,40679015,,,,057540,옴니시스템
주요재무정보,2011(IFRS별도),2012(IFRS별도),2013(IFRS별도),2014(IFRS별도),2015(IFRS별도),2016(E)(IFRS별도),2017(E)(IFRS별도),2018(E)(IFRS별도),code,name
매출액,624,670,680,722,770,,,,008470,부스타
영업이익,34,33,39,33,47,,,,008470,부스타
세전계속사업이익,43,46,52,48,62,,,,008470,부스타
당기순이익,31,36,42,38,50,,,,008470,부스타
당기순이익(지배),31,36,42,38,50,,,,008470,부스타
당기순이익(비지배),,,,,,,,,008470,부스타
자산총계,583,615,649,699,758,,,,008470,부스타
부채총계,124,133,124,138,155,,,,008470,부스타
자본총계,459,482,526,561,603,,,,008470,부스타
자본총계(지배),459,482,526,561,603,,,,008470,부스타
자본총계(비지배),,,,,,,,,008470,부스타
자본금,41,41,41,42,42,,,,008470,부스타
영업활동현금흐름,48,53,32,36,68,,,,008470,부스타
투자활동현금흐름,-126,-19,-3,-11,-50,,,,008470,부스타
재무활동현금흐름,73,-10,-6,-1,-8,,,,008470,부스타
CAPEX,27,4,5,9,14,,,,008470,부스타
FCF,20,49,27,27,54,,,,008470,부스타
이자발생부채,,,,,,,,,008470,부스타
영업이익률,5.4,4.99,5.71,4.53,6.14,,,,008470,부스타
순이익률,4.9,5.44,6.14,5.32,6.5,,,,008470,부스타
ROE(%),7.72,7.75,8.3,7.08,8.61,,,,008470,부스타
ROA(%),5.92,6.09,6.61,5.7,6.88,,,,008470,부스타
부채비율,26.88,27.68,23.55,24.56,25.63,,,,008470,부스타
자본유보율,1022.89,1079.03,1180.2,1238.2,1334.32,,,,008470,부스타
EPS(원),387,447,512,469,601,,,,008470,부스타
PER(배),11.23,10.85,8.53,10.3,9.81,,,,008470,부스타
BPS(원),5631,5903,6441,6730,7229,,,,008470,부스타
PBR(배),0.77,0.82,0.68,0.72,0.81,,,,008470,부스타
현금DPS(원),120,100,100,90,100,,,,008470,부스타
현금배당수익률,2.76,2.06,2.29,1.86,1.7,,,,008470,부스타
현금배당성향(%),32.01,22.36,19.52,19.52,16.65,,,,008470,부스타
발행주식수(보통주),8160000,8160000,8160000,8341600,8341600,,,,008470,부스타
주요재무정보,2011,2012,2013,2014,2015,2016(E),2017(E),2018(E),code,name
매출액,5081,5019,4898,6790,7361,8570,9329,9816,005160,동국산업
영업이익,145,164,196,272,367,540,597,648,005160,동국산업
세전계속사업이익,70,138,166,267,414,548,625,685,005160,동국산업
당기순이익,57,116,137,179,278,428,487,534,005160,동국산업
당기순이익(지배),104,95,102,152,188,282,319,349,005160,동국산업
당기순이익(비지배),-47,21,35,27,90,,,,005160,동국산업
자산총계,7524,7192,7652,8333,7923,8127,8169,8203,005160,동국산업
부채총계,3434,3083,3574,4026,3402,3239,2876,2482,005160,동국산업
자본총계,4090,4109,4078,4307,4521,4892,5295,5729,005160,동국산업
자본총계(지배),3095,3095,3168,3231,3337,3708,4111,4545,005160,동국산업
자본총계(비지배),995,1014,910,1076,1184,,,,005160,동국산업
자본금,500,500,500,500,500,500,500,500,005160,동국산업
영업활동현금흐름,-52,532,37,679,433,463,671,731,005160,동국산업
투자활동현금흐름,-117,-656,-237,-217,-166,-216,-204,-214,005160,동국산업
재무활동현금흐름,322,-218,246,-397,-453,-242,-462,-512,005160,동국산업
CAPEX,369,516,488,139,175,154,140,147,005160,동국산업
FCF,-421,16,-450,540,258,,,,005160,동국산업
이자발생부채,1787,1654,2071,2281,1908,,,,005160,동국산업
영업이익률,2.85,3.27,4.01,4.01,4.99,6.3,6.4,6.6,005160,동국산업
순이익률,1.13,2.32,2.8,2.64,3.78,4.99,5.22,5.44,005160,동국산업
ROE(%),3.39,3.07,3.27,4.76,5.72,8,8.16,8.06,005160,동국산업
ROA(%),0.74,1.58,1.85,2.24,3.42,5.33,5.98,6.52,005160,동국산업
부채비율,83.97,75.03,87.65,93.47,75.24,66.21,54.32,43.32,005160,동국산업
자본유보율,533.91,540.65,556.11,573.29,601.65,,,,005160,동국산업
EPS(원),209,190,205,305,376,564,638,698,005160,동국산업
PER(배),19.39,18.4,16.96,13.92,10.14,9.73,8.61,7.87,005160,동국산업
BPS(원),6190,6294,6443,6835,7059,7843,8695,9613,005160,동국산업
PBR(배),0.65,0.56,0.54,0.62,0.54,0.7,0.63,0.57,005160,동국산업
현금DPS(원),120,120,120,120,140,170,200,200,005160,동국산업
현금배당수익률,2.96,3.43,3.46,2.83,3.67,3.1,3.64,3.64,005160,동국산업
현금배당성향(%),57.46,62.06,57.68,37.24,35.22,0.3,0.31,0.29,005160,동국산업
발행주식수(보통주),50000000,50000000,50000000,50000000,50000000,,,,005160,동국산업
